Target,Treatment,FC
Glyma.03G037600,R1_FC,-0.800790085
Glyma.03G040300,R1_FC,-1.302427047
Glyma.03G040600,R1_FC,-0.597170786
Glyma.03G040900,R1_FC,1.723253208
Glyma.03G041300,R1_FC,4.65428719
Glyma.03G041500,R1_FC,1.527814778
Glyma.03G041800,R1_FC,1.225291409
Glyma.03G041850,R1_FC,0.941819286
Glyma.03G042600,R1_FC,1.429821864
Glyma.03G042700,R1_FC,3.874439508
Glyma.03G043000,R1_FC,-3.521254619
Glyma.03G044500,R1_FC,3.437066289
Glyma.03G044900,R1_FC,5.494538843
Glyma.03G045400,R1_FC,-3.873181911
Glyma.03G050400,R1_FC,-0.21965471
Glyma.03G052400,R1_FC,0.789199255
Glyma.03G054900,R1_FC,3.714456478
Glyma.03G055900,R1_FC,0.459062353
Glyma.03G056300,R1_FC,-0.209114353
Glyma.03G056800,R1_FC,6.427185582
Glyma.03G057100,R1_FC,2.001966251
Glyma.03G058000,R1_FC,-2.164074505
Glyma.03G060300,R1_FC,-0.563701531
Glyma.03G063200,R1_FC,-0.512238072
Glyma.03G063400,R1_FC,0.971210015
Glyma.03G063900,R1_FC,-1.275816932
Glyma.03G066800,R1_FC,1.849598613
Glyma.03G068100,R1_FC,-1.737760109
Glyma.03G069300,R1_FC,1.251118097
Glyma.03G071700,R1_FC,-0.126741067
Glyma.03G073200,R1_FC,1.49492884
Glyma.03G073702,R1_FC,2.443559646
Glyma.03G073770,R1_FC,-0.740764153
Glyma.03G073776,R1_FC,3.90904133
Glyma.03G073778,R1_FC,6.974608207
Glyma.03G074000,R1_FC,0.814621374
Glyma.03G074900,R1_FC,0.560673583
Glyma.03G076100,R1_FC,0.709943731
Glyma.03G076200,R1_FC,-0.39003485
Glyma.03G079500,R1_FC,2.36637919
Glyma.03G081900,R1_FC,-1.067604249
Glyma.03G082100,R1_FC,-1.046701958
Glyma.03G083100,R1_FC,-0.193017871
Glyma.03G083200,R1_FC,1.114025487
Glyma.03G084600,R1_FC,2.545018405
Glyma.03G085900,R1_FC,-0.199708566
Glyma.03G086200,R1_FC,-0.179255073
Glyma.03G087500,R1_FC,1.126736174
Glyma.03G088800,R1_FC,1.527903688
Glyma.03G088900,R1_FC,-0.799414167
Glyma.03G090000,R1_FC,-0.622850563
Glyma.03G092500,R1_FC,-0.802916409
Glyma.03G092700,R1_FC,0.608116433
Glyma.03G093600,R1_FC,2.695674672
Glyma.03G097300,R1_FC,-1.090888497
Glyma.03G097600,R1_FC,-0.479206571
Glyma.03G098300,R1_FC,-1.176670571
Glyma.03G098600,R1_FC,2.688634684
Glyma.03G098900,R1_FC,-1.201773861
Glyma.03G099000,R1_FC,3.907168132
Glyma.03G099500,R1_FC,-0.698780627
Glyma.03G101000,R1_FC,1.627950979
Glyma.03G102700,R1_FC,-0.231181874
Glyma.03G102800,R1_FC,4.396179347
Glyma.03G103400,R1_FC,-0.870140467
Glyma.03G105700,R1_FC,-1.072118212
Glyma.03G107000,R1_FC,0.427446754
Glyma.03G107900,R1_FC,3.580586454
Glyma.03G108000,R1_FC,3.366044286
Glyma.03G108200,R1_FC,-0.738017063
Glyma.03G109900,R1_FC,1.247117631
Glyma.03G110100,R1_FC,-0.581046761
Glyma.03G112700,R1_FC,4.111999597
Glyma.03G114100,R1_FC,-1.081146731
Glyma.03G114600,R1_FC,-0.700218578
Glyma.03G119200,R1_FC,0.569521926
Glyma.03G119500,R1_FC,-0.530179524
Glyma.03G120300,R1_FC,-0.554621371
Glyma.03G120700,R1_FC,1.975990992
Glyma.03G122000,R1_FC,0.575064965
Glyma.03G122500,R1_FC,1.660962383
Glyma.03G124300,R1_FC,-0.371094151
Glyma.03G125300,R1_FC,-1.169904213
Glyma.03G125600,R1_FC,4.172598654
Glyma.03G126000,R1_FC,1.424359581
Glyma.03G126200,R1_FC,0.56334978
Glyma.03G127300,R1_FC,-0.448920665
Glyma.03G127600,R1_FC,0.372288801
Glyma.03G128300,R1_FC,-0.403074823
Glyma.03G129300,R1_FC,1.38097149
Glyma.03G130300,R1_FC,-1.079179925
Glyma.03G130800,R1_FC,0.742421292
Glyma.03G131000,R1_FC,0.804474745
Glyma.03G131600,R1_FC,1.932526156
Glyma.03G132700,R1_FC,2.038542954
Glyma.03G133200,R1_FC,0.668063361
Glyma.03G134100,R1_FC,-0.585050745
Glyma.03G134200,R1_FC,0.42717846
Glyma.03G134800,R1_FC,1.475734278
Glyma.03G135800,R1_FC,5.204632815
Glyma.03G136000,R1_FC,0.488948404
Glyma.03G136500,R1_FC,-0.564092763
Glyma.03G137000,R1_FC,-0.878184902
Glyma.03G137100,R1_FC,0.105038316
Glyma.03G137700,R1_FC,-0.782067958
Glyma.03G138000,R1_FC,0.914169835
Glyma.03G138200,R1_FC,0.872385568
Glyma.03G140700,R1_FC,-0.620429333
Glyma.03G141600,R1_FC,-0.717977947
Glyma.03G142100,R1_FC,5.584231901
Glyma.03G142400,R1_FC,2.8159996
Glyma.03G142500,R1_FC,-0.460652198
Glyma.03G142800,R1_FC,-0.494940627
Glyma.03G143000,R1_FC,-1.358335298
Glyma.03G143100,R1_FC,-0.625403828
Glyma.03G143700,R1_FC,5.191208539
Glyma.03G146100,R1_FC,-0.499880886
Glyma.03G147700,R1_FC,3.356971523
Glyma.03G147900,R1_FC,4.371458768
Glyma.03G148500,R1_FC,-0.301713004
Glyma.03G149400,R1_FC,2.319158266
Glyma.03G150600,R1_FC,0.420286959
Glyma.03G151200,R1_FC,-0.876776701
Glyma.03G152400,R1_FC,0.954641755
Glyma.03G154700,R1_FC,-0.69855469
Glyma.03G156100,R1_FC,-0.657700894
Glyma.03G156700,R1_FC,1.05701437
Glyma.03G157700,R1_FC,2.59315478
Glyma.03G157800,R1_FC,5.17872805
Glyma.03G158700,R1_FC,-1.074602742
Glyma.03G159100,R1_FC,-0.784028909
Glyma.03G160100,R1_FC,5.658051585
Glyma.03G160200,R1_FC,6.131877209
Glyma.03G160400,R1_FC,4.996272
Glyma.03G160600,R1_FC,1.511615419
Glyma.03G161600,R1_FC,0.460590489
Glyma.03G162600,R1_FC,3.357408512
Glyma.03G162800,R1_FC,3.424715806
Glyma.03G163100,R1_FC,2.031179464
Glyma.03G164300,R1_FC,-0.427324623
Glyma.03G165800,R1_FC,2.345229034
Glyma.03G166300,R1_FC,2.305978557
Glyma.03G166400,R1_FC,0.719974992
Glyma.03G167200,R1_FC,-0.526881183
Glyma.03G168000,R1_FC,5.826876057
Glyma.03G168700,R1_FC,-0.484814442
Glyma.03G168900,R1_FC,1.829896474
Glyma.03G169500,R1_FC,-0.11758228
Glyma.03G170300,R1_FC,-1.157152664
Glyma.03G171500,R1_FC,1.843772699
Glyma.03G171600,R1_FC,-3.492187723
Glyma.03G172300,R1_FC,0.419232726
Glyma.03G173100,R1_FC,4.80674417
Glyma.03G173200,R1_FC,1.409168721
Glyma.03G173300,R1_FC,3.14766163
Glyma.03G175100,R1_FC,-0.863202493
Glyma.03G176300,R1_FC,5.357703379
Glyma.03G176800,R1_FC,0.945070045
Glyma.03G177600,R1_FC,-0.519491037
Glyma.03G178100,R1_FC,-0.383581806
Glyma.03G180100,R1_FC,0.458034694
Glyma.03G181700,R1_FC,2.4860359
Glyma.03G181800,R1_FC,-0.780485871
Glyma.03G182500,R1_FC,0.969530142
Glyma.03G182800,R1_FC,0.198236617
Glyma.03G183300,R1_FC,2.172957234
Glyma.03G183400,R1_FC,-0.590666125
Glyma.03G184500,R1_FC,-0.698759402
Glyma.03G185900,R1_FC,-0.470205072
Glyma.03G186200,R1_FC,-0.670738136
Glyma.03G186300,R1_FC,1.974848269
Glyma.03G186500,R1_FC,0.638730687
Glyma.03G187500,R1_FC,2.088623253
Glyma.03G187700,R1_FC,2.403829164
Glyma.03G188000,R1_FC,-0.725128951
Glyma.03G188400,R1_FC,0.936638593
Glyma.03G189600,R1_FC,4.095850243
Glyma.03G189800,R1_FC,-0.797359617
Glyma.03G191300,R1_FC,1.757465184
Glyma.03G191500,R1_FC,0.688641154
Glyma.03G192900,R1_FC,0.873547263
Glyma.03G193200,R1_FC,-1.163121604
Glyma.03G193600,R1_FC,-0.2981315
Glyma.03G194000,R1_FC,0.597942283
Glyma.03G194800,R1_FC,-1.475920092
Glyma.03G195300,R1_FC,-1.005614027
Glyma.03G195700,R1_FC,0.164721512
Glyma.03G196500,R1_FC,0.581292771
Glyma.03G196900,R1_FC,-0.616401539
Glyma.03G197000,R1_FC,-0.300299486
Glyma.03G198500,R1_FC,0.290064598
Glyma.03G199500,R1_FC,0.334638755
Glyma.03G201000,R1_FC,3.33803367
Glyma.03G201100,R1_FC,4.840945986
Glyma.03G201500,R1_FC,5.406258952
Glyma.03G201600,R1_FC,1.433184951
Glyma.03G201700,R1_FC,1.58156573
Glyma.03G202000,R1_FC,-0.331501327
Glyma.03G202400,R1_FC,1.672221991
Glyma.03G202600,R1_FC,5.143869617
Glyma.03G203500,R1_FC,-0.348221952
Glyma.03G205000,R1_FC,0.74653984
Glyma.03G206400,R1_FC,0.396789019
Glyma.03G207100,R1_FC,-0.916533785
Glyma.03G207400,R1_FC,3.197837184
Glyma.03G210500,R1_FC,0.788304296
Glyma.03G213600,R1_FC,-0.505332532
Glyma.03G214300,R1_FC,-0.644755867
Glyma.03G215300,R1_FC,0.549089782
Glyma.03G215500,R1_FC,2.104417414
Glyma.03G215800,R1_FC,2.933851013
Glyma.03G216000,R1_FC,4.239740872
Glyma.03G216400,R1_FC,-0.489987375
Glyma.03G216700,R1_FC,0.452880883
Glyma.03G217100,R1_FC,0.502270634
Glyma.03G218600,R1_FC,0.567587619
Glyma.03G219400,R1_FC,-0.634334823
Glyma.03G220800,R1_FC,0.438227082
Glyma.03G221700,R1_FC,0.858754462
Glyma.03G222300,R1_FC,-0.568814152
Glyma.03G222400,R1_FC,-0.877003092
Glyma.03G224400,R1_FC,0.198527145
Glyma.03G224700,R1_FC,2.525379413
Glyma.03G225300,R1_FC,-0.460360413
Glyma.03G225400,R1_FC,-0.273030904
Glyma.03G226600,R1_FC,-0.763407941
Glyma.03G227400,R1_FC,0.795050429
Glyma.03G228900,R1_FC,0.781460316
Glyma.03G230000,R1_FC,-1.835490569
Glyma.03G230300,R1_FC,-0.145260645
Glyma.03G231600,R1_FC,4.937238694
Glyma.03G231700,R1_FC,2.039618548
Glyma.03G232200,R1_FC,-0.700661593
Glyma.03G232400,R1_FC,2.751677062
Glyma.03G232600,R1_FC,3.183491014
Glyma.03G232700,R1_FC,0.678915608
Glyma.03G234800,R1_FC,-1.937192339
Glyma.03G234900,R1_FC,0.595792598
Glyma.03G236300,R1_FC,2.133704697
Glyma.03G239900,R1_FC,0.796087353
Glyma.03G241500,R1_FC,0.911389159
Glyma.03G244300,R1_FC,-2.601467132
Glyma.03G244400,R1_FC,-2.746005669
Glyma.03G246700,R1_FC,0.432451955
Glyma.03G247200,R1_FC,0.313656522
Glyma.03G247500,R1_FC,1.618486067
Glyma.03G248400,R1_FC,1.4429212
Glyma.03G248600,R1_FC,-0.647554258
Glyma.03G248900,R1_FC,2.629366244
Glyma.03G250600,R1_FC,2.485365912
Glyma.03G253200,R1_FC,1.566286772
Glyma.03G253600,R1_FC,-0.222325024
Glyma.03G255000,R1_FC,-0.698369173
Glyma.03G256200,R1_FC,0.754062486
Glyma.03G256500,R1_FC,0.449584881
Glyma.03G256700,R1_FC,1.264980814
Glyma.03G258900,R1_FC,-0.670468029
Glyma.03G259200,R1_FC,-0.763543908
Glyma.03G259300,R1_FC,1.327546087
Glyma.03G259400,R1_FC,-0.863981657
Glyma.03G260100,R1_FC,1.351208558
Glyma.03G261500,R1_FC,-2.389332112
Glyma.03G261600,R1_FC,-2.094535982
Glyma.03G262300,R1_FC,-0.501427127
Glyma.03G262600,R1_FC,-0.589695286
Glyma.03G262750,R1_FC,-0.545266259
Glyma.03G263000,R1_FC,4.418277279
Glyma.03G263400,R1_FC,-1.111776841
Glyma.03G264300,R1_FC,1.959700001
Glyma.03G264400,R1_FC,1.134042851
Glyma.04G001500,R1_FC,-1.029301464
Glyma.04G001800,R1_FC,-0.968433948
Glyma.04G001900,R1_FC,-0.516984045
Glyma.04G002200,R1_FC,0.348878
Glyma.04G002300,R1_FC,-0.634603371
Glyma.04G002400,R1_FC,-0.407293528
Glyma.04G003100,R1_FC,3.870396655
Glyma.04G003200,R1_FC,-0.889243206
Glyma.04G003700,R1_FC,-0.862622128
Glyma.04G004250,R1_FC,-0.399594713
Glyma.04G005600,R1_FC,-1.287255282
Glyma.04G005900,R1_FC,0.542378153
Glyma.04G006200,R1_FC,-1.391682564
Glyma.04G007700,R1_FC,1.108722947
Glyma.04G008300,R1_FC,-0.965326062
Glyma.04G008567,R1_FC,1.857624788
Glyma.04G008633,R1_FC,1.087346289
Glyma.04G008900,R1_FC,0.829695666
Glyma.04G009400,R1_FC,-0.724529593
Glyma.04G010300,R1_FC,0.855624355
Glyma.04G011900,R1_FC,-1.242489289
Glyma.04G012400,R1_FC,0.993280981
Glyma.04G012800,R1_FC,0.745462482
Glyma.04G014200,R1_FC,-0.742220563
Glyma.04G014500,R1_FC,-1.36456102
Glyma.04G015400,R1_FC,-1.191566868
Glyma.04G015600,R1_FC,-0.01873337
Glyma.04G015900,R1_FC,-1.118800875
Glyma.04G017200,R1_FC,2.0472063
Glyma.04G017700,R1_FC,-0.448836829
Glyma.04G018900,R1_FC,-0.410660934
Glyma.04G019100,R1_FC,-1.32336798
Glyma.04G019700,R1_FC,0.175241249
Glyma.04G020300,R1_FC,-0.510429456
Glyma.04G020700,R1_FC,3.559081169
Glyma.04G021300,R1_FC,-0.486649953
Glyma.04G023600,R1_FC,0.857823203
Glyma.04G023700,R1_FC,-0.805138891
Glyma.04G023800,R1_FC,0.826335314
Glyma.04G023900,R1_FC,-0.382804789
Glyma.04G025400,R1_FC,-0.44452562
Glyma.04G026500,R1_FC,0.750922964
Glyma.04G030400,R1_FC,-0.797226839
Glyma.04G030900,R1_FC,2.511402734
Glyma.04G032800,R1_FC,2.239148249
Glyma.04G033700,R1_FC,-0.958366199
Glyma.04G034000,R1_FC,-0.453015016
Glyma.04G035900,R1_FC,-0.50575105
Glyma.04G035950,R1_FC,4.2289179
Glyma.04G036000,R1_FC,0.632746107
Glyma.04G036300,R1_FC,1.394645198
Glyma.04G036700,R1_FC,2.971729011
Glyma.04G037500,R1_FC,2.051816176
Glyma.04G038200,R1_FC,0.73021678
Glyma.04G039300,R1_FC,-0.809891929
Glyma.04G039400,R1_FC,0.528417983
Glyma.04G039500,R1_FC,2.381089581
Glyma.04G040000,R1_FC,3.835610457
Glyma.04G040400,R1_FC,6.567714967
Glyma.04G042400,R1_FC,5.619039729
Glyma.04G042900,R1_FC,-0.520855469
Glyma.04G044900,R1_FC,2.202642371
Glyma.04G045000,R1_FC,0.646325767
Glyma.04G045500,R1_FC,-0.800305143
Glyma.04G046100,R1_FC,0.795551937
Glyma.04G046800,R1_FC,1.726462788
Glyma.04G050000,R1_FC,-0.479661331
Glyma.04G050400,R1_FC,1.207888788
Glyma.04G050700,R1_FC,-0.135314278
Glyma.04G051600,R1_FC,-0.087598667
Glyma.04G052600,R1_FC,1.401944225
Glyma.04G054100,R1_FC,-0.979940616
Glyma.04G054400,R1_FC,-0.503422204
Glyma.04G055200,R1_FC,0.903195298
Glyma.04G055300,R1_FC,-0.731542946
Glyma.04G055900,R1_FC,-0.336694789
Glyma.04G058100,R1_FC,2.032349648
Glyma.04G059800,R1_FC,-0.725440352
Glyma.04G060000,R1_FC,-0.458582853
Glyma.04G063200,R1_FC,1.286037964
Glyma.04G063700,R1_FC,1.374609553
Glyma.04G064100,R1_FC,1.019317297
Glyma.04G064900,R1_FC,0.716698161
Glyma.04G065000,R1_FC,0.109588871
Glyma.04G065800,R1_FC,2.749026322
Glyma.04G066000,R1_FC,-0.502667467
Glyma.04G066900,R1_FC,0.520967775
Glyma.04G067700,R1_FC,0.46273351
Glyma.04G068800,R1_FC,0.508726728
Glyma.04G069200,R1_FC,0.430231732
Glyma.04G072300,R1_FC,-0.628635376
Glyma.04G074200,R1_FC,0.61202698
Glyma.04G075100,R1_FC,-0.43025086
Glyma.04G075800,R1_FC,3.468863147
Glyma.04G076000,R1_FC,0.683701545
Glyma.04G076200,R1_FC,1.437863891
Glyma.04G076500,R1_FC,-0.441964406
Glyma.04G079300,R1_FC,2.87873192
Glyma.04G080300,R1_FC,0.42158992
Glyma.04G080500,R1_FC,0.366284435
Glyma.04G086300,R1_FC,2.595944719
Glyma.04G088000,R1_FC,-0.75387338
Glyma.04G088200,R1_FC,-0.352268651
Glyma.04G089600,R1_FC,0.171295852
Glyma.04G089900,R1_FC,-0.585281686
Glyma.04G090300,R1_FC,0.434356106
Glyma.04G091300,R1_FC,-1.422941501
Glyma.04G091600,R1_FC,1.184320471
Glyma.04G092100,R1_FC,2.486762018
Glyma.04G092400,R1_FC,1.06262638
Glyma.04G092600,R1_FC,-0.571767497
Glyma.04G094232,R1_FC,-1.435535259
Glyma.04G095300,R1_FC,-0.702096548
Glyma.04G095900,R1_FC,1.373066204
Glyma.04G099000,R1_FC,1.358734677
Glyma.04G099100,R1_FC,0.491811124
Glyma.04G099200,R1_FC,3.469435161
Glyma.04G100300,R1_FC,3.193136861
Glyma.04G100400,R1_FC,0.539309626
Glyma.04G100600,R1_FC,0.273223632
Glyma.04G103000,R1_FC,-0.529759698
Glyma.04G103100,R1_FC,-0.586226685
Glyma.04G103400,R1_FC,1.320197419
Glyma.04G104600,R1_FC,-0.433102429
Glyma.04G104900,R1_FC,0.787356341
Glyma.04G110400,R1_FC,-1.5183662
Glyma.04G112800,R1_FC,-0.570831283
Glyma.04G113400,R1_FC,6.060150837
Glyma.04G113500,R1_FC,5.073943864
Glyma.04G114100,R1_FC,-1.393634755
Glyma.04G115700,R1_FC,1.668913896
Glyma.04G117800,R1_FC,-1.244106941
Glyma.04G118700,R1_FC,0.589465137
Glyma.04G119700,R1_FC,2.70164091
Glyma.04G121100,R1_FC,1.017962016
Glyma.04G121700,R1_FC,6.799111315
Glyma.04G123700,R1_FC,1.511787106
Glyma.04G124500,R1_FC,-0.667589751
Glyma.04G127100,R1_FC,1.503982163
Glyma.04G129200,R1_FC,3.870021674
Glyma.04G131100,R1_FC,8.421569482
Glyma.04G131700,R1_FC,0.138429809
Glyma.04G132400,R1_FC,-1.320678646
Glyma.04G133100,R1_FC,0.098832941
Glyma.04G133400,R1_FC,-0.723164046
Glyma.04G134200,R1_FC,2.494894629
Glyma.04G134700,R1_FC,0.405389697
Glyma.04G135400,R1_FC,-0.579473087
Glyma.04G137000,R1_FC,-0.844598486
Glyma.04G137200,R1_FC,2.202862108
Glyma.04G138900,R1_FC,0.664005806
Glyma.04G140400,R1_FC,0.86253209
Glyma.04G141400,R1_FC,-0.55968396
Glyma.04G145400,R1_FC,0.753275731
Glyma.04G145700,R1_FC,2.323055965
Glyma.04G149300,R1_FC,3.215931905
Glyma.04G151200,R1_FC,-0.311241063
Glyma.04G154500,R1_FC,-0.507686662
Glyma.04G156200,R1_FC,-1.142112646
Glyma.04G157000,R1_FC,-1.383486117
Glyma.04G158100,R1_FC,-0.72121578
Glyma.04G158800,R1_FC,-0.390210047
Glyma.04G165200,R1_FC,0.87619386
Glyma.04G165400,R1_FC,2.38481689
Glyma.04G167900,R1_FC,-0.481128205
Glyma.04G169600,R1_FC,-1.132785117
Glyma.04G169900,R1_FC,-0.35306968
Glyma.04G171300,R1_FC,-0.372696612
Glyma.04G171700,R1_FC,1.230089973
Glyma.04G173100,R1_FC,-0.45193
Glyma.04G173500,R1_FC,5.109566857
Glyma.04G175300,R1_FC,0.797132828
Glyma.04G176400,R1_FC,0.552332715
Glyma.04G176900,R1_FC,-0.84420725
Glyma.04G177600,R1_FC,-0.387896737
Glyma.04G177700,R1_FC,0.835889157
Glyma.04G178500,R1_FC,1.696709031
Glyma.04G181500,R1_FC,-0.942857392
Glyma.04G181900,R1_FC,-0.435708771
Glyma.04G182600,R1_FC,3.95548716
Glyma.04G183400,R1_FC,0.535012807
Glyma.04G185800,R1_FC,-1.207129195
Glyma.04G188700,R1_FC,-0.911678471
Glyma.04G190300,R1_FC,-0.602663441
Glyma.04G190400,R1_FC,1.728456487
Glyma.04G191700,R1_FC,-1.338527988
Glyma.04G191900,R1_FC,-0.419688842
Glyma.04G192200,R1_FC,-0.387244661
Glyma.04G197300,R1_FC,0.961782813
Glyma.04G198100,R1_FC,3.644431871
Glyma.04G200700,R1_FC,0.893856283
Glyma.04G200900,R1_FC,-0.373953429
Glyma.04G201900,R1_FC,2.67072171
Glyma.04G202500,R1_FC,-0.879297865
Glyma.04G207200,R1_FC,-0.911531388
Glyma.04G208300,R1_FC,2.463022169
Glyma.04G209200,R1_FC,1.2371474
Glyma.04G209600,R1_FC,-0.812406771
Glyma.04G209700,R1_FC,-1.031417272
Glyma.04G209800,R1_FC,1.602308933
Glyma.04G212000,R1_FC,-0.618895346
Glyma.04G212300,R1_FC,0.745312201
Glyma.04G215400,R1_FC,-0.252941321
Glyma.04G215800,R1_FC,-0.533281759
Glyma.04G217400,R1_FC,1.612741392
Glyma.04G217600,R1_FC,-1.606544351
Glyma.04G218900,R1_FC,-1.056913601
Glyma.04G219200,R1_FC,-0.460605893
Glyma.04G220000,R1_FC,1.014409195
Glyma.04G220600,R1_FC,4.503654215
Glyma.04G220800,R1_FC,2.082649757
Glyma.04G222100,R1_FC,-1.08009743
Glyma.04G222300,R1_FC,-0.789120441
Glyma.04G222400,R1_FC,1.145486755
Glyma.04G223100,R1_FC,-1.237420499
Glyma.04G223800,R1_FC,-0.762796268
Glyma.04G225600,R1_FC,0.452876543
Glyma.04G228300,R1_FC,0.5934653
Glyma.04G229900,R1_FC,1.398768856
Glyma.04G230000,R1_FC,1.744756916
Glyma.04G230400,R1_FC,1.812029116
Glyma.04G232200,R1_FC,0.991757953
Glyma.04G232400,R1_FC,-1.197653878
Glyma.04G236300,R1_FC,0.204043552
Glyma.04G236400,R1_FC,-0.575472637
Glyma.04G237500,R1_FC,-1.129850378
Glyma.04G240100,R1_FC,-0.908520153
Glyma.04G240800,R1_FC,2.601773009
Glyma.04G241000,R1_FC,-1.111496784
Glyma.04G242300,R1_FC,-1.074599266
Glyma.04G242400,R1_FC,3.766677849
Glyma.04G242700,R1_FC,-0.377970208
Glyma.04G243800,R1_FC,-0.698757789
Glyma.04G245000,R1_FC,2.937028924
Glyma.04G245900,R1_FC,-1.53022592
Glyma.04G247600,R1_FC,0.565305365
Glyma.04G248100,R1_FC,1.060431335
Glyma.04G248700,R1_FC,2.030072726
Glyma.04G249000,R1_FC,1.578042283
Glyma.04G249700,R1_FC,-1.660376696
Glyma.04G249900,R1_FC,-0.58601859
Glyma.04G252000,R1_FC,3.941882023
Glyma.04G253300,R1_FC,-0.631650839
Glyma.04G253900,R1_FC,0.792213464
Glyma.04G254800,R1_FC,-1.803368909
Glyma.04G255100,R1_FC,0.250330421
Glyma.05G000700,R1_FC,0.651947737
Glyma.05G001100,R1_FC,-0.634996834
Glyma.05G002200,R1_FC,1.075963367
Glyma.05G002600,R1_FC,-1.693647601
Glyma.05G003200,R1_FC,-0.606232223
Glyma.05G003900,R1_FC,-1.480971458
Glyma.05G006300,R1_FC,-0.919944615
Glyma.05G006600,R1_FC,1.566374704
Glyma.05G007100,R1_FC,-3.399217982
Glyma.05G007200,R1_FC,-0.773523409
Glyma.05G008400,R1_FC,1.717247786
Glyma.05G010450,R1_FC,0.985927253
Glyma.05G011900,R1_FC,-0.799345906
Glyma.05G015400,R1_FC,3.072139902
Glyma.05G016000,R1_FC,-0.909364137
Glyma.05G017500,R1_FC,-0.648140212
Glyma.05G018100,R1_FC,-0.971508063
Glyma.05G018300,R1_FC,-0.211306122
Glyma.05G021300,R1_FC,0.836146703
Glyma.05G021500,R1_FC,-0.674301634
Glyma.05G021700,R1_FC,1.812956837
Glyma.05G021900,R1_FC,2.093757332
Glyma.05G022100,R1_FC,3.118709452
Glyma.05G022500,R1_FC,-0.305611195
Glyma.05G022600,R1_FC,2.249628175
Glyma.05G022900,R1_FC,-0.504373857
Glyma.05G025300,R1_FC,-0.674066635
Glyma.05G026200,R1_FC,-0.469113504
Glyma.05G026900,R1_FC,-0.993204744
Glyma.05G027700,R1_FC,-0.491865653
Glyma.05G028600,R1_FC,-0.367702947
Glyma.05G029200,R1_FC,1.229546425
Glyma.05G030100,R1_FC,-1.110309403
Glyma.05G030600,R1_FC,-1.153552477
Glyma.05G031500,R1_FC,0.442943189
Glyma.05G031900,R1_FC,0.364123914
Glyma.05G032600,R1_FC,-0.215664243
Glyma.05G033600,R1_FC,2.74708364
Glyma.05G034600,R1_FC,0.586289702
Glyma.05G034700,R1_FC,-0.578290689
Glyma.05G034800,R1_FC,-0.805556793
Glyma.05G035700,R1_FC,-1.122994136
Glyma.05G036900,R1_FC,-1.848457402
Glyma.05G037400,R1_FC,-0.455761954
Glyma.05G037500,R1_FC,1.174826672
Glyma.05G037700,R1_FC,0.916043129
Glyma.05G038000,R1_FC,1.446658604
Glyma.05G038800,R1_FC,0.577658596
Glyma.05G039800,R1_FC,-0.491571575
Glyma.05G039900,R1_FC,-1.091851078
Glyma.05G040400,R1_FC,-0.352814534
Glyma.05G042600,R1_FC,-2.565942344
Glyma.05G042800,R1_FC,5.748239106
Glyma.05G043200,R1_FC,-0.576686767
Glyma.05G045300,R1_FC,-0.947773294
Glyma.05G046000,R1_FC,1.083909611
Glyma.05G046400,R1_FC,0.651853917
Glyma.05G046900,R1_FC,-0.991659046
Glyma.05G047900,R1_FC,0.393050194
Glyma.05G048000,R1_FC,-0.533854167
Glyma.05G050100,R1_FC,-0.591374206
Glyma.05G051300,R1_FC,-1.027439067
Glyma.05G051700,R1_FC,-1.131426566
Glyma.05G052500,R1_FC,-0.622296161
Glyma.05G052800,R1_FC,1.877838748
Glyma.05G052900,R1_FC,-0.599021217
Glyma.05G055100,R1_FC,1.280279845
Glyma.05G055200,R1_FC,2.247038718
Glyma.05G055500,R1_FC,-1.150601909
Glyma.05G057800,R1_FC,0.75728999
Glyma.05G058000,R1_FC,0.125090026
Glyma.05G058100,R1_FC,2.383744156
Glyma.05G058500,R1_FC,0.907336406
Glyma.05G058900,R1_FC,1.607288643
Glyma.05G059400,R1_FC,0.470884135
Glyma.05G060100,R1_FC,0.722714528
Glyma.05G060900,R1_FC,2.316036935
Glyma.05G062700,R1_FC,-0.744384765
Glyma.05G063200,R1_FC,-1.343378412
Glyma.05G063500,R1_FC,1.160159423
Glyma.05G063600,R1_FC,2.284394955
Glyma.05G065700,R1_FC,4.062955656
Glyma.05G066100,R1_FC,-0.906734158
Glyma.05G066700,R1_FC,0.838090674
Glyma.05G067800,R1_FC,0.958484537
Glyma.05G068000,R1_FC,-0.942160463
Glyma.05G072300,R1_FC,0.794640195
Glyma.05G075400,R1_FC,0.244874102
Glyma.05G076600,R1_FC,3.203248805
Glyma.05G079100,R1_FC,0.482076366
Glyma.05G079700,R1_FC,0.498319107
Glyma.05G080400,R1_FC,0.518847838
Glyma.05G082200,R1_FC,0.496621005
Glyma.05G083600,R1_FC,-1.617325171
Glyma.05G085000,R1_FC,-0.188047706
Glyma.05G085200,R1_FC,0.822410993
Glyma.05G085400,R1_FC,-0.39257192
Glyma.05G093000,R1_FC,-0.732852932
Glyma.05G096000,R1_FC,0.355566918
Glyma.05G096500,R1_FC,0.480681037
Glyma.05G096800,R1_FC,-0.347891036
Glyma.05G097100,R1_FC,0.659860492
Glyma.05G097300,R1_FC,0.936998458
Glyma.05G098200,R1_FC,0.385975401
Glyma.05G099300,R1_FC,4.580744446
Glyma.05G100400,R1_FC,0.615070519
Glyma.05G101300,R1_FC,3.016744832
