geneId,Family,Family_Binding
Glyma.03G194000,bHLH,No
Glyma.03G194800,bHLH,Yes
Glyma.03G195300,bHLH,No
Glyma.03G195700,bHLH,No
Glyma.03G196500,bHLH,No
Glyma.03G196900,bHLH,No
Glyma.03G197000,bHLH,Yes
Glyma.03G198500,bHLH,No
Glyma.03G199500,bHLH,Yes
Glyma.03G201000,bHLH,Yes
Glyma.03G201100,bHLH,No
Glyma.03G201500,bHLH,No
Glyma.03G201600,bHLH,No
Glyma.03G201700,bHLH,No
Glyma.03G202000,bHLH,Yes
Glyma.03G202400,bHLH,No
Glyma.03G202600,bHLH,Yes
Glyma.03G203500,bHLH,No
Glyma.03G205000,bHLH,No
Glyma.03G206400,bHLH,No
Glyma.03G207100,bHLH,No
Glyma.03G207400,bHLH,Yes
Glyma.03G210500,bHLH,No
Glyma.03G213600,bHLH,No
Glyma.03G214300,bHLH,Yes
Glyma.03G215300,bHLH,No
Glyma.03G215500,bHLH,No
Glyma.03G215800,bHLH,No
Glyma.03G216000,bHLH,No
Glyma.03G216400,bHLH,No
Glyma.03G216700,bHLH,No
Glyma.03G217100,bHLH,No
Glyma.03G218600,bHLH,No
Glyma.03G219400,bHLH,No
Glyma.03G220800,bHLH,Yes
Glyma.03G221700,bHLH,Yes
Glyma.03G222300,bHLH,No
Glyma.03G222400,bHLH,No
Glyma.03G224400,bHLH,No
Glyma.03G224700,bHLH,No
Glyma.03G225300,bHLH,No
Glyma.03G225400,bHLH,No
Glyma.03G226600,bHLH,No
Glyma.03G227400,bHLH,No
Glyma.03G228900,bHLH,Yes
Glyma.03G230000,bHLH,No
Glyma.03G230300,bHLH,No
Glyma.03G231600,bHLH,No
Glyma.03G231700,bHLH,No
Glyma.03G232200,bHLH,No
Glyma.03G232400,bHLH,No
Glyma.03G232600,bHLH,No
Glyma.03G232700,bHLH,Yes
Glyma.03G234800,bHLH,No
Glyma.03G234900,bHLH,No
Glyma.03G236300,bHLH,No
Glyma.03G239900,bHLH,No
Glyma.03G241500,bHLH,No
Glyma.03G244300,bHLH,No
Glyma.03G244400,bHLH,No
Glyma.03G246700,bHLH,No
Glyma.03G247200,bHLH,No
Glyma.03G247500,bHLH,No
Glyma.03G248400,bHLH,No
Glyma.03G248600,bHLH,No
Glyma.03G248900,bHLH,No
Glyma.03G250600,bHLH,No
Glyma.03G253200,bHLH,No
Glyma.03G253600,bHLH,No
Glyma.03G255000,bHLH,Yes
Glyma.03G256200,bHLH,No
Glyma.03G256500,bHLH,No
Glyma.03G256700,bHLH,Yes
Glyma.03G258900,bHLH,No
Glyma.03G259200,bHLH,Yes
Glyma.03G259300,bHLH,No
Glyma.03G259400,bHLH,No
Glyma.03G260100,bHLH,No
Glyma.03G261500,bHLH,No
Glyma.03G261600,bHLH,No
Glyma.03G262300,bHLH,Yes
Glyma.03G262600,bHLH,No
Glyma.03G262750,bHLH,Yes
Glyma.03G263000,bHLH,No
Glyma.03G263400,bHLH,No
Glyma.03G264300,bHLH,No
Glyma.03G264400,bHLH,No
Glyma.04G001500,bHLH,No
Glyma.04G001800,bHLH,No
Glyma.04G001900,bHLH,No
Glyma.04G002200,bHLH,No
Glyma.04G002300,bHLH,No
Glyma.04G002400,bHLH,No
Glyma.04G003100,bHLH,No
Glyma.04G003200,bHLH,No
Glyma.04G003700,bHLH,Yes
Glyma.04G004250,bHLH,No
Glyma.04G005600,bHLH,No
Glyma.04G005900,bHLH,No
Glyma.04G006200,bHLH,No
Glyma.04G007700,bHLH,No
Glyma.04G008300,bHLH,No
Glyma.04G008567,bHLH,No
Glyma.04G008633,bHLH,No
Glyma.04G008900,bHLH,No
Glyma.04G009400,bHLH,No
Glyma.04G010300,bHLH,No
Glyma.04G011900,bHLH,No
Glyma.04G012400,bHLH,Yes
Glyma.04G012800,bHLH,No
Glyma.04G014200,bHLH,No
Glyma.04G014500,bHLH,No
Glyma.04G015400,bHLH,No
Glyma.04G015600,bHLH,No
Glyma.04G015900,bHLH,No
Glyma.04G017200,bHLH,No
Glyma.04G017700,bHLH,No
Glyma.04G018900,bHLH,Yes
Glyma.04G019100,bHLH,No
Glyma.04G019700,bHLH,Yes
Glyma.04G020300,bHLH,No
Glyma.04G020700,bHLH,No
Glyma.04G021300,bHLH,No
Glyma.04G023600,bHLH,No
Glyma.04G023700,bHLH,No
Glyma.04G023800,bHLH,No
Glyma.04G023900,bHLH,No
Glyma.04G025400,bHLH,No
Glyma.04G026500,bHLH,No
Glyma.04G030400,bHLH,No
Glyma.04G030900,bHLH,Yes
Glyma.04G032800,bHLH,No
Glyma.04G033700,bHLH,No
Glyma.04G034000,bHLH,No
Glyma.04G035900,bHLH,Yes
Glyma.04G035950,bHLH,No
Glyma.04G036000,bHLH,No
Glyma.04G036300,bHLH,No
Glyma.04G036700,bHLH,No
Glyma.04G037500,bHLH,No
Glyma.04G038200,bHLH,No
Glyma.04G039300,bHLH,No
Glyma.04G039400,bHLH,No
Glyma.04G039500,bHLH,No
Glyma.04G040000,bHLH,Yes
Glyma.04G040400,bHLH,No
Glyma.04G042400,bHLH,No
Glyma.04G042900,bHLH,No
Glyma.04G044900,bHLH,Yes
Glyma.04G045000,bHLH,No
Glyma.04G045500,bHLH,No
Glyma.04G046100,bHLH,No
Glyma.04G046800,bHLH,No
Glyma.04G050000,bHLH,No
Glyma.04G050400,bHLH,No
Glyma.04G050700,bHLH,No
Glyma.04G051600,bHLH,No
Glyma.04G052600,bHLH,No
Glyma.04G054100,bHLH,No
Glyma.04G054400,bHLH,No
Glyma.04G055200,bHLH,No
Glyma.04G055300,bHLH,No
Glyma.04G055900,bHLH,No
Glyma.04G058100,bHLH,No
Glyma.04G059800,bHLH,No
Glyma.04G060000,bHLH,No
Glyma.04G063200,bHLH,No
Glyma.04G063700,bHLH,No
Glyma.04G064100,bHLH,Yes
Glyma.04G064900,bHLH,No
Glyma.04G065000,bHLH,No
Glyma.04G065800,bHLH,No
Glyma.04G066000,bHLH,No
Glyma.04G066900,bHLH,No
Glyma.04G067700,bHLH,No
Glyma.04G068800,bHLH,No
Glyma.04G069200,bHLH,No
Glyma.04G072300,bHLH,No
Glyma.04G074200,bHLH,No
Glyma.04G075100,bHLH,No
Glyma.04G075800,bHLH,Yes
Glyma.04G076000,bHLH,No
Glyma.04G076200,bHLH,Yes
Glyma.04G076500,bHLH,No
Glyma.04G079300,bHLH,No
Glyma.04G080300,bHLH,No
Glyma.04G080500,bHLH,No
Glyma.04G086300,bHLH,No
Glyma.04G088000,bHLH,No
Glyma.04G088200,bHLH,No
Glyma.04G089600,bHLH,No
Glyma.04G089900,bHLH,Yes
Glyma.04G090300,bHLH,No
Glyma.04G091300,bHLH,No
Glyma.04G091600,bHLH,No
Glyma.04G092100,bHLH,Yes
Glyma.04G092400,bHLH,Yes
Glyma.04G092600,bHLH,No
Glyma.04G094232,bHLH,No
Glyma.04G095300,bHLH,No
Glyma.04G095900,bHLH,No
Glyma.04G099000,bHLH,No
Glyma.04G099100,bHLH,Yes
Glyma.04G099200,bHLH,No
Glyma.04G100300,bHLH,Yes
Glyma.04G100400,bHLH,Yes
Glyma.04G100600,bHLH,No
Glyma.04G103000,bHLH,No
Glyma.04G103100,bHLH,Yes
Glyma.04G103400,bHLH,No
Glyma.04G104600,bHLH,No
Glyma.04G104900,bHLH,Yes
Glyma.04G110400,bHLH,No
Glyma.04G112800,bHLH,No
Glyma.04G113400,bHLH,No
Glyma.04G113500,bHLH,No
Glyma.04G114100,bHLH,No
Glyma.04G115700,bHLH,No
Glyma.04G117800,bHLH,No
Glyma.04G118700,bHLH,Yes
Glyma.04G119700,bHLH,No
Glyma.04G121100,bHLH,No
Glyma.04G121700,bHLH,No
Glyma.04G123700,bHLH,No
Glyma.04G124500,bHLH,No
Glyma.04G127100,bHLH,No
Glyma.04G129200,bHLH,No
Glyma.04G131100,bHLH,No
Glyma.04G131700,bHLH,No
Glyma.04G132400,bHLH,No
Glyma.04G133100,bHLH,No
Glyma.04G133400,bHLH,No
Glyma.04G134200,bHLH,No
Glyma.04G134700,bHLH,Yes
Glyma.04G135400,bHLH,No
Glyma.04G137000,bHLH,No
Glyma.04G137200,bHLH,No
Glyma.04G138900,bHLH,Yes
Glyma.04G140400,bHLH,No
Glyma.04G141400,bHLH,Yes
Glyma.04G145400,bHLH,No
Glyma.04G145700,bHLH,Yes
Glyma.04G149300,bHLH,Yes
Glyma.04G151200,bHLH,No
Glyma.04G154500,bHLH,No
Glyma.04G156200,bHLH,No
Glyma.04G157000,bHLH,No
Glyma.04G158100,bHLH,No
Glyma.04G158800,bHLH,Yes
Glyma.04G165200,bHLH,No
Glyma.04G165400,bHLH,Yes
Glyma.04G167900,bHLH,No
Glyma.04G169600,bHLH,No
Glyma.04G169900,bHLH,No
Glyma.04G171300,bHLH,No
Glyma.04G171700,bHLH,No
Glyma.04G173100,bHLH,No
Glyma.04G173500,bHLH,No
Glyma.04G175300,bHLH,No
Glyma.04G176400,bHLH,No
Glyma.04G176900,bHLH,No
Glyma.04G177600,bHLH,No
Glyma.04G177700,bHLH,No
Glyma.04G178500,bHLH,No
Glyma.04G181500,bHLH,No
Glyma.04G181900,bHLH,No
Glyma.04G182600,bHLH,No
Glyma.04G183400,bHLH,No
Glyma.04G185800,bHLH,No
Glyma.04G188700,bHLH,No
Glyma.04G190300,bHLH,No
Glyma.04G190400,bHLH,No
Glyma.04G191700,bHLH,No
Glyma.04G191900,bHLH,No
Glyma.04G192200,bHLH,No
Glyma.04G197300,bHLH,No
Glyma.04G198100,bHLH,No
Glyma.04G200700,bHLH,No
Glyma.04G200900,bHLH,No
Glyma.04G201900,bHLH,No
Glyma.04G202500,bHLH,No
Glyma.04G207200,bHLH,No
Glyma.04G208300,bHLH,Yes
Glyma.04G209200,bHLH,No
Glyma.04G209600,bHLH,No
Glyma.04G209700,bHLH,No
Glyma.04G209800,bHLH,Yes
Glyma.04G212000,bHLH,No
Glyma.04G212300,bHLH,No
Glyma.04G215400,bHLH,No
Glyma.04G215800,bHLH,No
Glyma.04G217400,bHLH,Yes
Glyma.04G217600,bHLH,No
Glyma.04G218900,bHLH,No
Glyma.04G219200,bHLH,No
Glyma.04G220000,bHLH,No
Glyma.04G220600,bHLH,No
Glyma.04G220800,bHLH,No
Glyma.04G222100,bHLH,Yes
Glyma.04G222300,bHLH,No
Glyma.04G222400,bHLH,No
Glyma.04G223100,bHLH,No
Glyma.04G223800,bHLH,No
Glyma.04G225600,bHLH,No
Glyma.04G228300,bHLH,No
Glyma.04G229900,bHLH,No
Glyma.04G230000,bHLH,No
Glyma.04G230400,bHLH,No
Glyma.04G232200,bHLH,No
Glyma.04G232400,bHLH,No
Glyma.04G236300,bHLH,No
Glyma.04G236400,bHLH,No
Glyma.04G237500,bHLH,No
Glyma.04G240100,bHLH,No
Glyma.04G240800,bHLH,No
Glyma.04G241000,bHLH,No
Glyma.04G242300,bHLH,No
Glyma.04G242400,bHLH,No
Glyma.04G242700,bHLH,No
Glyma.04G243800,bHLH,No
Glyma.04G245000,bHLH,No
Glyma.04G245900,bHLH,No
Glyma.04G247600,bHLH,No
Glyma.04G248100,bHLH,No
Glyma.04G248700,bHLH,No
Glyma.04G249000,bHLH,Yes
Glyma.04G249700,bHLH,No
Glyma.04G249900,bHLH,Yes
Glyma.04G252000,bHLH,No
Glyma.04G253300,bHLH,No
Glyma.04G253900,bHLH,No
Glyma.04G254800,bHLH,No
Glyma.04G255100,bHLH,No
Glyma.05G000700,bHLH,Yes
Glyma.05G001100,bHLH,No
Glyma.05G002200,bHLH,No
Glyma.05G002600,bHLH,No
Glyma.05G003200,bHLH,Yes
Glyma.05G003900,bHLH,No
Glyma.05G006300,bHLH,No
Glyma.05G006600,bHLH,No
Glyma.05G007100,bHLH,No
Glyma.05G007200,bHLH,No
Glyma.05G008400,bHLH,No
Glyma.05G010450,bHLH,No
Glyma.05G011900,bHLH,Yes
Glyma.05G015400,bHLH,No
Glyma.05G016000,bHLH,Yes
Glyma.05G017500,bHLH,No
Glyma.05G018100,bHLH,No
Glyma.05G018300,bHLH,No
Glyma.05G021300,bHLH,No
Glyma.05G021500,bHLH,No
Glyma.05G021700,bHLH,No
Glyma.05G021900,bHLH,No
Glyma.05G022100,bHLH,No
Glyma.05G022500,bHLH,No
Glyma.05G022600,bHLH,No
Glyma.05G022900,bHLH,No
Glyma.05G025300,bHLH,No
Glyma.05G026200,bHLH,No
Glyma.05G026900,bHLH,Yes
Glyma.05G027700,bHLH,No
Glyma.05G028600,bHLH,No
Glyma.05G029200,bHLH,No
Glyma.05G030100,bHLH,Yes
Glyma.05G030600,bHLH,No
Glyma.05G031500,bHLH,No
Glyma.05G031900,bHLH,No
Glyma.05G032600,bHLH,No
Glyma.05G033600,bHLH,Yes
Glyma.05G034600,bHLH,No
Glyma.05G034700,bHLH,No
Glyma.05G034800,bHLH,No
Glyma.05G035700,bHLH,No
Glyma.05G036900,bHLH,No
Glyma.05G037400,bHLH,No
Glyma.05G037500,bHLH,No
Glyma.05G037700,bHLH,No
Glyma.05G038000,bHLH,No
Glyma.05G038800,bHLH,No
Glyma.05G039800,bHLH,No
Glyma.05G039900,bHLH,No
Glyma.05G040400,bHLH,No
Glyma.05G042600,bHLH,Yes
Glyma.05G042800,bHLH,No
Glyma.05G043200,bHLH,No
Glyma.05G045300,bHLH,No
Glyma.05G046000,bHLH,No
Glyma.05G046400,bHLH,No
Glyma.05G046900,bHLH,No
Glyma.05G047900,bHLH,Yes
Glyma.05G048000,bHLH,Yes
Glyma.05G050100,bHLH,No
Glyma.05G051300,bHLH,No
Glyma.05G051700,bHLH,No
Glyma.05G052500,bHLH,No
Glyma.05G052800,bHLH,Yes
Glyma.05G052900,bHLH,No
Glyma.05G055100,bHLH,No
Glyma.05G055200,bHLH,Yes
Glyma.05G055500,bHLH,No
Glyma.05G057800,bHLH,No
Glyma.05G058000,bHLH,No
Glyma.05G058100,bHLH,No
Glyma.05G058500,bHLH,No
Glyma.05G058900,bHLH,Yes
Glyma.05G059400,bHLH,No
Glyma.05G060100,bHLH,No
Glyma.05G060900,bHLH,No
Glyma.05G062700,bHLH,No
Glyma.05G063200,bHLH,No
Glyma.05G063500,bHLH,No
Glyma.05G063600,bHLH,Yes
Glyma.05G065700,bHLH,No
Glyma.05G066100,bHLH,No
Glyma.05G066700,bHLH,No
Glyma.05G067800,bHLH,No
Glyma.05G068000,bHLH,Yes
Glyma.05G072300,bHLH,No
Glyma.05G075400,bHLH,No
Glyma.05G076600,bHLH,No
Glyma.05G079100,bHLH,No
Glyma.05G079700,bHLH,No
Glyma.05G080400,bHLH,No
Glyma.05G082200,bHLH,No
Glyma.05G083600,bHLH,No
Glyma.05G085000,bHLH,No
Glyma.05G085200,bHLH,No
Glyma.05G085400,bHLH,No
Glyma.05G093000,bHLH,No
Glyma.05G096000,bHLH,No
Glyma.05G096500,bHLH,No
Glyma.05G096800,bHLH,Yes
Glyma.05G097100,bHLH,Yes
Glyma.05G097300,bHLH,No
Glyma.05G098200,bHLH,No
Glyma.05G099300,bHLH,Yes
Glyma.05G100400,bHLH,No
Glyma.05G101300,bHLH,No
Glyma.05G103300,bHLH,No
Glyma.05G103600,bHLH,Yes
Glyma.05G103700,bHLH,No
Glyma.05G104000,bHLH,No
Glyma.05G105000,bHLH,No
Glyma.05G105100,bHLH,No
Glyma.05G106800,bHLH,Yes
Glyma.05G107500,bHLH,No
Glyma.05G108400,bHLH,No
Glyma.05G110200,bHLH,No
Glyma.05G112100,bHLH,No
Glyma.05G113400,bHLH,Yes
Glyma.05G116300,bHLH,Yes
Glyma.05G116800,bHLH,No
Glyma.05G118300,bHLH,Yes
Glyma.05G118500,bHLH,No
Glyma.05G119200,bHLH,No
Glyma.05G120100,bHLH,Yes
Glyma.05G124800,bHLH,Yes
Glyma.05G124900,bHLH,No
Glyma.05G125200,bHLH,No
Glyma.05G125800,bHLH,No
Glyma.05G126100,bHLH,Yes
Glyma.05G126900,bHLH,No
Glyma.05G127600,bHLH,No
Glyma.05G128000,bHLH,No
Glyma.05G128200,bHLH,No
Glyma.05G128500,bHLH,No
Glyma.05G129100,bHLH,No
Glyma.05G129200,bHLH,No
Glyma.05G130400,bHLH,No
Glyma.05G130500,bHLH,No
Glyma.05G130600,bHLH,No
Glyma.05G131800,bHLH,No
Glyma.05G132000,bHLH,No
Glyma.05G132200,bHLH,No
Glyma.05G133000,bHLH,No
Glyma.05G133700,bHLH,Yes
Glyma.05G134500,bHLH,No
Glyma.05G135200,bHLH,No
Glyma.05G136400,bHLH,No
Glyma.05G139500,bHLH,No
Glyma.05G139900,bHLH,No
Glyma.05G140600,bHLH,No
Glyma.05G141000,bHLH,No
Glyma.05G143800,bHLH,No
Glyma.05G145000,bHLH,No
Glyma.05G145900,bHLH,No
Glyma.05G146000,bHLH,No
Glyma.05G146100,bHLH,No
Glyma.05G147000,bHLH,No
Glyma.05G147100,bHLH,Yes
Glyma.05G147200,bHLH,No
Glyma.05G147700,bHLH,No
Glyma.05G149900,bHLH,No
Glyma.05G151200,bHLH,No
Glyma.05G151800,bHLH,No
Glyma.05G152200,bHLH,Yes
Glyma.05G152300,bHLH,No
Glyma.05G154600,bHLH,No
Glyma.05G154700,bHLH,No
Glyma.05G155000,bHLH,Yes
Glyma.05G155300,bHLH,No
Glyma.05G155700,bHLH,No
Glyma.05G156300,bHLH,No
Glyma.05G156600,bHLH,No
Glyma.05G157000,bHLH,No
Glyma.05G157600,bHLH,No
Glyma.05G158800,bHLH,Yes
Glyma.05G159200,bHLH,No
Glyma.05G160800,bHLH,No
Glyma.05G161000,bHLH,Yes
Glyma.05G161100,bHLH,No
Glyma.05G161200,bHLH,Yes
Glyma.05G161400,bHLH,No
Glyma.05G161600,bHLH,No
Glyma.05G162100,bHLH,Yes
Glyma.05G162600,bHLH,No
Glyma.05G166800,bHLH,No
Glyma.05G166900,bHLH,No
Glyma.05G167100,bHLH,No
Glyma.05G167300,bHLH,No
Glyma.05G167700,bHLH,No
Glyma.05G168400,bHLH,Yes
Glyma.05G168802,bHLH,No
Glyma.05G168900,bHLH,No
Glyma.05G169200,bHLH,No
Glyma.05G169600,bHLH,No
Glyma.05G172300,bHLH,No
Glyma.05G173100,bHLH,No
Glyma.05G173300,bHLH,No
Glyma.05G174200,bHLH,No
Glyma.05G175400,bHLH,Yes
Glyma.05G175600,bHLH,Yes
Glyma.05G175800,bHLH,No
Glyma.05G175900,bHLH,No
Glyma.05G176400,bHLH,No
Glyma.05G177000,bHLH,Yes
Glyma.05G177700,bHLH,No
Glyma.05G178200,bHLH,No
Glyma.05G179300,bHLH,Yes
Glyma.05G180600,bHLH,No
Glyma.05G181600,bHLH,Yes
Glyma.05G182300,bHLH,No
Glyma.05G183100,bHLH,No
Glyma.05G183600,bHLH,No
Glyma.05G183800,bHLH,Yes
Glyma.05G184200,bHLH,No
Glyma.05G185000,bHLH,No
Glyma.05G189600,bHLH,No
Glyma.05G191900,bHLH,No
Glyma.05G192700,bHLH,No
Glyma.05G193200,bHLH,No
Glyma.05G193500,bHLH,No
Glyma.05G194101,bHLH,No
Glyma.05G194700,bHLH,No
Glyma.05G195000,bHLH,Yes
Glyma.05G195400,bHLH,No
Glyma.05G195900,bHLH,No
Glyma.05G196700,bHLH,No
Glyma.05G196900,bHLH,Yes
Glyma.05G197000,bHLH,No
Glyma.05G197400,bHLH,No
Glyma.05G197700,bHLH,Yes
Glyma.05G200101,bHLH,No
Glyma.05G200200,bHLH,No
Glyma.05G201300,bHLH,Yes
Glyma.05G202500,bHLH,No
Glyma.05G202700,bHLH,No
Glyma.05G203500,bHLH,No
Glyma.05G204100,bHLH,Yes
Glyma.05G204800,bHLH,No
Glyma.05G206200,bHLH,No
Glyma.05G207400,bHLH,No
Glyma.05G207600,bHLH,No
Glyma.05G208400,bHLH,No
Glyma.05G208700,bHLH,No
Glyma.05G209000,bHLH,No
Glyma.05G209100,bHLH,No
Glyma.05G209600,bHLH,No
Glyma.05G210400,bHLH,No
Glyma.05G211900,bHLH,No
Glyma.05G213200,bHLH,No
Glyma.05G213300,bHLH,No
Glyma.05G214300,bHLH,No
Glyma.05G214700,bHLH,No
Glyma.05G215900,bHLH,No
Glyma.05G216000,bHLH,No
Glyma.05G216100,bHLH,No
Glyma.05G216400,bHLH,Yes
Glyma.05G219100,bHLH,No
Glyma.05G219500,bHLH,No
Glyma.05G221300,bHLH,No
Glyma.05G221800,bHLH,Yes
Glyma.05G222400,bHLH,Yes
Glyma.05G222700,bHLH,No
Glyma.05G222800,bHLH,No
Glyma.05G224000,bHLH,Yes
Glyma.05G224400,bHLH,No
Glyma.05G226000,bHLH,No
Glyma.05G227400,bHLH,No
Glyma.05G229500,bHLH,No
Glyma.05G229600,bHLH,No
Glyma.05G231500,bHLH,Yes
Glyma.05G232200,bHLH,No
Glyma.05G232400,bHLH,No
Glyma.05G233500,bHLH,No
Glyma.05G234500,bHLH,Yes
Glyma.05G234600,bHLH,No
Glyma.05G235900,bHLH,No
Glyma.05G236300,bHLH,No
Glyma.05G236600,bHLH,Yes
Glyma.05G237100,bHLH,No
Glyma.05G237200,bHLH,No
Glyma.05G237400,bHLH,No
Glyma.05G239300,bHLH,No
Glyma.05G240100,bHLH,No
Glyma.05G240500,bHLH,No
Glyma.05G240700,bHLH,No
Glyma.05G241100,bHLH,No
Glyma.05G242000,bHLH,No
Glyma.05G242600,bHLH,No
Glyma.05G243200,bHLH,No
Glyma.05G243300,bHLH,No
Glyma.05G243400,bHLH,No
Glyma.05G244200,bHLH,No
Glyma.05G245200,bHLH,No
Glyma.05G245300,bHLH,No
Glyma.05G245600,bHLH,No
Glyma.05G246500,bHLH,No
Glyma.06G001100,bHLH,No
Glyma.06G003100,bHLH,No
Glyma.06G003300,bHLH,No
Glyma.06G005600,bHLH,No
Glyma.06G006500,bHLH,No
Glyma.06G007500,bHLH,No
Glyma.06G010200,bHLH,No
Glyma.06G010800,bHLH,No
Glyma.06G011600,bHLH,No
Glyma.06G011700,bHLH,No
Glyma.06G012200,bHLH,No
Glyma.06G012900,bHLH,No
Glyma.06G013300,bHLH,Yes
Glyma.06G013400,bHLH,No
Glyma.06G014500,bHLH,No
Glyma.06G015000,bHLH,No
Glyma.06G015900,bHLH,No
Glyma.06G018400,bHLH,No
Glyma.06G018500,bHLH,No
Glyma.06G020400,bHLH,No
Glyma.06G020800,bHLH,No
Glyma.06G022100,bHLH,No
Glyma.06G024000,bHLH,Yes
Glyma.06G025100,bHLH,No
Glyma.06G025600,bHLH,No
Glyma.06G027100,bHLH,No
Glyma.06G027700,bHLH,No
Glyma.06G029900,bHLH,No
Glyma.06G030500,bHLH,No
Glyma.06G030700,bHLH,No
Glyma.06G032100,bHLH,No
Glyma.06G032400,bHLH,No
Glyma.06G035300,bHLH,No
Glyma.06G036100,bHLH,No
Glyma.06G036400,bHLH,No
Glyma.06G036700,bHLH,No
Glyma.06G037000,bHLH,Yes
Glyma.06G038000,bHLH,No
Glyma.06G038400,bHLH,No
Glyma.06G039700,bHLH,No
Glyma.06G041300,bHLH,No
Glyma.06G042300,bHLH,No
Glyma.06G042900,bHLH,Yes
Glyma.06G043400,bHLH,No
Glyma.06G045000,bHLH,Yes
Glyma.06G045400,bHLH,Yes
Glyma.06G047600,bHLH,No
Glyma.06G049500,bHLH,No
Glyma.06G050700,bHLH,No
Glyma.06G052900,bHLH,No
Glyma.06G054200,bHLH,No
Glyma.06G054700,bHLH,No
Glyma.06G055500,bHLH,No
Glyma.06G055900,bHLH,No
Glyma.06G059500,bHLH,No
Glyma.06G061200,bHLH,No
Glyma.06G061900,bHLH,No
Glyma.06G065800,bHLH,No
Glyma.06G066600,bHLH,No
Glyma.06G067000,bHLH,No
Glyma.06G067400,bHLH,No
Glyma.06G068100,bHLH,Yes
Glyma.06G069500,bHLH,No
Glyma.06G070600,bHLH,No
Glyma.06G071600,bHLH,Yes
Glyma.06G072900,bHLH,No
Glyma.06G073000,bHLH,No
Glyma.06G073900,bHLH,No
Glyma.06G075200,bHLH,No
Glyma.06G075300,bHLH,No
Glyma.06G076100,bHLH,No
Glyma.06G076600,bHLH,No
Glyma.06G077400,bHLH,No
Glyma.06G080100,bHLH,No
Glyma.06G082000,bHLH,No
Glyma.06G082100,bHLH,No
Glyma.06G082200,bHLH,No
Glyma.06G082800,bHLH,Yes
Glyma.06G083600,bHLH,Yes
Glyma.06G087800,bHLH,Yes
Glyma.06G089000,bHLH,No
Glyma.06G090700,bHLH,Yes
Glyma.06G090800,bHLH,No
Glyma.06G091700,bHLH,No
Glyma.06G097600,bHLH,No
Glyma.06G100600,bHLH,No
Glyma.06G100900,bHLH,Yes
Glyma.06G102000,bHLH,No
Glyma.06G102100,bHLH,Yes
Glyma.06G102300,bHLH,Yes
Glyma.06G102400,bHLH,No
Glyma.06G104600,bHLH,Yes
Glyma.06G104800,bHLH,Yes
Glyma.06G105600,bHLH,No
Glyma.06G105700,bHLH,No
Glyma.06G105900,bHLH,No
Glyma.06G106100,bHLH,No
Glyma.06G107200,bHLH,No
Glyma.06G107700,bHLH,No
Glyma.06G108100,bHLH,No
Glyma.06G109300,bHLH,No
Glyma.06G110400,bHLH,No
Glyma.06G110700,bHLH,No
Glyma.06G111000,bHLH,No
Glyma.06G111300,bHLH,No
Glyma.06G111400,bHLH,No
Glyma.06G111600,bHLH,No
Glyma.06G113200,bHLH,No
Glyma.06G114000,bHLH,Yes
Glyma.06G114200,bHLH,No
Glyma.06G114300,bHLH,No
Glyma.06G114400,bHLH,No
Glyma.06G114600,bHLH,Yes
Glyma.06G115300,bHLH,No
Glyma.06G115800,bHLH,Yes
Glyma.06G116200,bHLH,No
Glyma.06G117000,bHLH,Yes
Glyma.06G117200,bHLH,No
Glyma.06G118700,bHLH,No
Glyma.06G119300,bHLH,No
Glyma.06G119400,bHLH,No
Glyma.06G119500,bHLH,No
Glyma.06G119700,bHLH,Yes
Glyma.06G121000,bHLH,Yes
Glyma.06G121400,bHLH,No
Glyma.06G122400,bHLH,No
Glyma.06G122600,bHLH,Yes
Glyma.06G123800,bHLH,Yes
Glyma.06G124500,bHLH,No
Glyma.06G124600,bHLH,No
Glyma.06G124800,bHLH,No
Glyma.06G125200,bHLH,No
Glyma.06G125300,bHLH,No
Glyma.06G125600,bHLH,Yes
Glyma.06G126100,bHLH,No
Glyma.06G126500,bHLH,No
Glyma.06G127900,bHLH,No
Glyma.06G129300,bHLH,No
Glyma.06G130900,bHLH,No
Glyma.06G131300,bHLH,No
Glyma.06G131800,bHLH,No
Glyma.06G132100,bHLH,No
Glyma.06G132600,bHLH,Yes
Glyma.06G132700,bHLH,No
Glyma.06G133300,bHLH,No
Glyma.06G133700,bHLH,No
Glyma.06G135100,bHLH,No
Glyma.06G136700,bHLH,Yes
Glyma.06G139500,bHLH,No
Glyma.06G140000,bHLH,No
Glyma.06G140300,bHLH,No
Glyma.06G141100,bHLH,No
Glyma.06G141200,bHLH,No
Glyma.06G141400,bHLH,No
Glyma.06G141500,bHLH,No
Glyma.06G141600,bHLH,No
Glyma.06G142200,bHLH,No
Glyma.06G143000,bHLH,Yes
Glyma.06G143100,bHLH,No
Glyma.06G143800,bHLH,No
Glyma.06G144100,bHLH,No
Glyma.06G145100,bHLH,No
Glyma.06G145300,bHLH,No
Glyma.06G145800,bHLH,No
Glyma.06G146900,bHLH,No
Glyma.06G147200,bHLH,No
Glyma.06G148400,bHLH,No
Glyma.06G149120,bHLH,No
Glyma.06G149900,bHLH,No
Glyma.06G150100,bHLH,No
Glyma.06G150300,bHLH,No
Glyma.06G152500,bHLH,Yes
Glyma.06G153400,bHLH,No
Glyma.06G153600,bHLH,Yes
Glyma.06G155500,bHLH,No
Glyma.06G157400,bHLH,Yes
